model_name,batch_size,input_tokens,max_new_tokens,dtype,use_cache,memory_limit_MB,actual_peak_reserved_MB,predicted_peak_reserved_MB,actual_fits,predicted_fits,correct_prediction,dangerous_failure,conservative_failure,outcome
sshleifer/tiny-gpt2,1,64,128,fp32,False,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,False,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,False,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,8192,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,16,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,False,24,26.0,12.0,False,True,False,True,False,dangerous_underprediction
sshleifer/tiny-gpt2,1,64,128,fp32,False,26,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,32,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,64,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,128,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,190,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,256,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,360,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,400,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,512,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,1024,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,2048,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,4096,26.0,12.0,True,True,True,False,False,correct
sshleifer/tiny-gpt2,1,64,128,fp32,False,8192,26.0,12.0,True,True,True,False,False,correct
distilgpt2,1,16,32,fp32,True,16,358.0,370.0,False,False,True,False,False,correct
distilgpt2,1,16,32,fp32,True,24,358.0,370.0,False,False,True,False,False,correct
distilgpt2,1,16,32,fp32,True,26,358.0,370.0,False,False,True,False,False,correct
distilgpt2,1,16,32,fp32,True,32,358.0,370.0,False,False,True,False,False,correct
distilgpt2,1,16,32,fp32,True,64,358.0,370.0,False,False,True,False,False,correct
distilgpt2,1,16,32,fp32,True,128,358.0,370.0,False,False,True,False,False,correct
distilgpt2,1,16,32,fp32,True,190,358.0,370.0,False,False,True,False,False,correct
distilgpt2,1,16,32,fp32,True,256,358.0,370.0,False,False,True,False,False,correct
distilgpt2,1,16,32,fp32,True,360,358.0,370.0,True,False,False,False,True,conservative_overprediction
distilgpt2,1,16,32,fp32,True,400,358.0,370.0,True,True,True,False,False,correct
distilgpt2,1,16,32,fp32,True,512,358.0,370.0,True,True,True,False,False,correct
distilgpt2,1,16,32,fp32,True,1024,358.0,370.0,True,True,True,False,False,correct
distilgpt2,1,16,32,fp32,True,2048,358.0,370.0,True,True,True,False,False,correct
distilgpt2,1,16,32,fp32,True,4096,358.0,370.0,True,True,True,False,False,correct
distilgpt2,1,16,32,fp32,True,8192,358.0,370.0,True,True,True,False,False,correct
distilgpt2,1,32,32,fp32,True,16,360.0,372.0,False,False,True,False,False,correct
distilgpt2,1,32,32,fp32,True,24,360.0,372.0,False,False,True,False,False,correct
distilgpt2,1,32,32,fp32,True,26,360.0,372.0,False,False,True,False,False,correct
distilgpt2,1,32,32,fp32,True,32,360.0,372.0,False,False,True,False,False,correct
distilgpt2,1,32,32,fp32,True,64,360.0,372.0,False,False,True,False,False,correct
distilgpt2,1,32,32,fp32,True,128,360.0,372.0,False,False,True,False,False,correct
distilgpt2,1,32,32,fp32,True,190,360.0,372.0,False,False,True,False,False,correct
distilgpt2,1,32,32,fp32,True,256,360.0,372.0,False,False,True,False,False,correct
distilgpt2,1,32,32,fp32,True,360,360.0,372.0,True,False,False,False,True,conservative_overprediction
distilgpt2,1,32,32,fp32,True,400,360.0,372.0,True,True,True,False,False,correct
distilgpt2,1,32,32,fp32,True,512,360.0,372.0,True,True,True,False,False,correct
distilgpt2,1,32,32,fp32,True,1024,360.0,372.0,True,True,True,False,False,correct
distilgpt2,1,32,32,fp32,True,2048,360.0,372.0,True,True,True,False,False,correct
distilgpt2,1,32,32,fp32,True,4096,360.0,372.0,True,True,True,False,False,correct
distilgpt2,1,32,32,fp32,True,8192,360.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,32,fp32,True,16,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,24,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,26,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,32,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,64,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,128,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,190,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,256,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,360,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,400,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,32,fp32,True,512,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,32,fp32,True,1024,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,32,fp32,True,2048,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,32,fp32,True,4096,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,32,fp32,True,8192,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,128,32,fp32,True,16,366.0,372.0,False,False,True,False,False,correct
distilgpt2,1,128,32,fp32,True,24,366.0,372.0,False,False,True,False,False,correct
distilgpt2,1,128,32,fp32,True,26,366.0,372.0,False,False,True,False,False,correct
distilgpt2,1,128,32,fp32,True,32,366.0,372.0,False,False,True,False,False,correct
distilgpt2,1,128,32,fp32,True,64,366.0,372.0,False,False,True,False,False,correct
distilgpt2,1,128,32,fp32,True,128,366.0,372.0,False,False,True,False,False,correct
distilgpt2,1,128,32,fp32,True,190,366.0,372.0,False,False,True,False,False,correct
distilgpt2,1,128,32,fp32,True,256,366.0,372.0,False,False,True,False,False,correct
distilgpt2,1,128,32,fp32,True,360,366.0,372.0,False,False,True,False,False,correct
distilgpt2,1,128,32,fp32,True,400,366.0,372.0,True,True,True,False,False,correct
distilgpt2,1,128,32,fp32,True,512,366.0,372.0,True,True,True,False,False,correct
distilgpt2,1,128,32,fp32,True,1024,366.0,372.0,True,True,True,False,False,correct
distilgpt2,1,128,32,fp32,True,2048,366.0,372.0,True,True,True,False,False,correct
distilgpt2,1,128,32,fp32,True,4096,366.0,372.0,True,True,True,False,False,correct
distilgpt2,1,128,32,fp32,True,8192,366.0,372.0,True,True,True,False,False,correct
distilgpt2,1,256,32,fp32,True,16,396.0,376.0,False,False,True,False,False,correct
distilgpt2,1,256,32,fp32,True,24,396.0,376.0,False,False,True,False,False,correct
distilgpt2,1,256,32,fp32,True,26,396.0,376.0,False,False,True,False,False,correct
distilgpt2,1,256,32,fp32,True,32,396.0,376.0,False,False,True,False,False,correct
distilgpt2,1,256,32,fp32,True,64,396.0,376.0,False,False,True,False,False,correct
distilgpt2,1,256,32,fp32,True,128,396.0,376.0,False,False,True,False,False,correct
distilgpt2,1,256,32,fp32,True,190,396.0,376.0,False,False,True,False,False,correct
distilgpt2,1,256,32,fp32,True,256,396.0,376.0,False,False,True,False,False,correct
distilgpt2,1,256,32,fp32,True,360,396.0,376.0,False,False,True,False,False,correct
distilgpt2,1,256,32,fp32,True,400,396.0,376.0,True,True,True,False,False,correct
distilgpt2,1,256,32,fp32,True,512,396.0,376.0,True,True,True,False,False,correct
distilgpt2,1,256,32,fp32,True,1024,396.0,376.0,True,True,True,False,False,correct
distilgpt2,1,256,32,fp32,True,2048,396.0,376.0,True,True,True,False,False,correct
distilgpt2,1,256,32,fp32,True,4096,396.0,376.0,True,True,True,False,False,correct
distilgpt2,1,256,32,fp32,True,8192,396.0,376.0,True,True,True,False,False,correct
distilgpt2,1,512,32,fp32,True,16,396.0,380.0,False,False,True,False,False,correct
distilgpt2,1,512,32,fp32,True,24,396.0,380.0,False,False,True,False,False,correct
distilgpt2,1,512,32,fp32,True,26,396.0,380.0,False,False,True,False,False,correct
distilgpt2,1,512,32,fp32,True,32,396.0,380.0,False,False,True,False,False,correct
distilgpt2,1,512,32,fp32,True,64,396.0,380.0,False,False,True,False,False,correct
distilgpt2,1,512,32,fp32,True,128,396.0,380.0,False,False,True,False,False,correct
distilgpt2,1,512,32,fp32,True,190,396.0,380.0,False,False,True,False,False,correct
distilgpt2,1,512,32,fp32,True,256,396.0,380.0,False,False,True,False,False,correct
distilgpt2,1,512,32,fp32,True,360,396.0,380.0,False,False,True,False,False,correct
distilgpt2,1,512,32,fp32,True,400,396.0,380.0,True,True,True,False,False,correct
distilgpt2,1,512,32,fp32,True,512,396.0,380.0,True,True,True,False,False,correct
distilgpt2,1,512,32,fp32,True,1024,396.0,380.0,True,True,True,False,False,correct
distilgpt2,1,512,32,fp32,True,2048,396.0,380.0,True,True,True,False,False,correct
distilgpt2,1,512,32,fp32,True,4096,396.0,380.0,True,True,True,False,False,correct
distilgpt2,1,512,32,fp32,True,8192,396.0,380.0,True,True,True,False,False,correct
distilgpt2,1,64,8,fp32,True,16,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,8,fp32,True,24,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,8,fp32,True,26,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,8,fp32,True,32,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,8,fp32,True,64,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,8,fp32,True,128,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,8,fp32,True,190,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,8,fp32,True,256,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,8,fp32,True,360,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,8,fp32,True,400,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,8,fp32,True,512,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,8,fp32,True,1024,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,8,fp32,True,2048,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,8,fp32,True,4096,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,8,fp32,True,8192,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,16,fp32,True,16,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,16,fp32,True,24,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,16,fp32,True,26,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,16,fp32,True,32,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,16,fp32,True,64,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,16,fp32,True,128,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,16,fp32,True,190,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,16,fp32,True,256,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,16,fp32,True,360,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,16,fp32,True,400,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,16,fp32,True,512,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,16,fp32,True,1024,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,16,fp32,True,2048,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,16,fp32,True,4096,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,16,fp32,True,8192,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,32,fp32,True,16,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,24,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,26,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,32,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,64,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,128,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,190,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,256,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,360,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,32,fp32,True,400,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,32,fp32,True,512,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,32,fp32,True,1024,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,32,fp32,True,2048,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,32,fp32,True,4096,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,32,fp32,True,8192,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,64,fp32,True,16,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,24,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,26,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,32,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,64,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,128,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,190,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,256,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,360,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,400,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,64,fp32,True,512,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,64,fp32,True,1024,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,64,fp32,True,2048,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,64,fp32,True,4096,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,64,fp32,True,8192,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,16,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,24,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,26,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,32,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,64,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,128,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,190,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,256,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,360,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,400,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,512,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,1024,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,2048,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,4096,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,8192,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,256,fp32,True,16,372.0,376.0,False,False,True,False,False,correct
distilgpt2,1,64,256,fp32,True,24,372.0,376.0,False,False,True,False,False,correct
distilgpt2,1,64,256,fp32,True,26,372.0,376.0,False,False,True,False,False,correct
distilgpt2,1,64,256,fp32,True,32,372.0,376.0,False,False,True,False,False,correct
distilgpt2,1,64,256,fp32,True,64,372.0,376.0,False,False,True,False,False,correct
distilgpt2,1,64,256,fp32,True,128,372.0,376.0,False,False,True,False,False,correct
distilgpt2,1,64,256,fp32,True,190,372.0,376.0,False,False,True,False,False,correct
distilgpt2,1,64,256,fp32,True,256,372.0,376.0,False,False,True,False,False,correct
distilgpt2,1,64,256,fp32,True,360,372.0,376.0,False,False,True,False,False,correct
distilgpt2,1,64,256,fp32,True,400,372.0,376.0,True,True,True,False,False,correct
distilgpt2,1,64,256,fp32,True,512,372.0,376.0,True,True,True,False,False,correct
distilgpt2,1,64,256,fp32,True,1024,372.0,376.0,True,True,True,False,False,correct
distilgpt2,1,64,256,fp32,True,2048,372.0,376.0,True,True,True,False,False,correct
distilgpt2,1,64,256,fp32,True,4096,372.0,376.0,True,True,True,False,False,correct
distilgpt2,1,64,256,fp32,True,8192,372.0,376.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,16,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,24,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,26,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,32,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,64,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,128,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,190,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,256,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,360,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,400,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,512,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,1024,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,2048,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,4096,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,8192,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,16,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,24,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,26,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,32,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,64,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,128,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,190,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,256,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,360,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,400,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,512,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,1024,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,2048,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,4096,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,8192,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,16,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,24,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,26,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,32,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,64,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,128,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,190,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,256,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,360,368.0,374.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,True,400,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,512,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,1024,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,2048,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,4096,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,True,8192,368.0,374.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,16,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,24,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,26,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,32,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,64,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,128,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,190,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,256,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,360,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,400,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,512,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,1024,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,2048,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,4096,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,8192,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,16,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,24,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,26,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,32,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,64,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,128,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,190,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,256,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,360,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,400,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,512,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,1024,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,2048,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,4096,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,8192,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,16,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,24,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,26,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,32,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,64,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,128,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,190,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,256,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,360,384.0,362.0,False,False,True,False,False,correct
distilgpt2,1,64,128,fp32,False,400,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,512,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,1024,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,2048,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,4096,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,128,fp32,False,8192,384.0,362.0,True,True,True,False,False,correct
distilgpt2,1,64,64,fp32,True,16,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,24,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,26,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,32,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,64,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,128,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,190,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,256,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,360,364.0,372.0,False,False,True,False,False,correct
distilgpt2,1,64,64,fp32,True,400,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,64,fp32,True,512,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,64,fp32,True,1024,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,64,fp32,True,2048,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,64,fp32,True,4096,364.0,372.0,True,True,True,False,False,correct
distilgpt2,1,64,64,fp32,True,8192,364.0,372.0,True,True,True,False,False,correct
distilgpt2,2,64,64,fp32,True,16,372.0,378.0,False,False,True,False,False,correct
distilgpt2,2,64,64,fp32,True,24,372.0,378.0,False,False,True,False,False,correct
distilgpt2,2,64,64,fp32,True,26,372.0,378.0,False,False,True,False,False,correct
distilgpt2,2,64,64,fp32,True,32,372.0,378.0,False,False,True,False,False,correct
distilgpt2,2,64,64,fp32,True,64,372.0,378.0,False,False,True,False,False,correct
